Column1;dt;sku_id;seller_id;category_main;ad_impressions;ad_clicks;ad_orders;ad_gmv;ad_spend;avg_bid;ad_revenue;category_competition_index;campaign_type;creative_format;campaign_age_days
126;14.04.2025;5124963;102926;Одежда;41;3;0;0.0;4.19;139.71;4.19;1.15;manual;slider;12
127;15.04.2025;5124963;102926;Одежда;15;0;0;0.0;0.0;123.75;0.0;1.15;manual;slider;0
128;16.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;49
129;17.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;1
130;18.04.2025;5124963;102926;Одежда;3;0;0;0.0;0.0;146.15;0.0;1.15;manual;recommendation;69
131;19.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;98
132;20.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;53
133;21.04.2025;5124963;102926;Одежда;11;0;0;0.0;0.0;169.84;0.0;1.15;manual;slider;69
134;22.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;banner;134
135;23.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;banner;8
136;24.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;slider;4
137;25.04.2025;5124963;102926;Одежда;29;0;0;0.0;0.0;58.34;0.0;1.15;retarget;banner;34
138;26.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;banner;36
139;27.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;51
140;28.04.2025;5124963;102926;Одежда;32;0;0;0.0;0.0;236.49;0.0;1.15;retarget;recommendation;39
141;29.04.2025;5124963;102926;Одежда;9;1;0;0.0;0.59;59.4;0.59;1.15;auto;slider;57
142;30.04.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;50
143;01.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;search_card;127
144;02.05.2025;5124963;102926;Одежда;38;2;0;0.0;2.7;135.14;2.7;1.15;auto;banner;20
145;03.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;77
146;04.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;slider;5
147;05.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;10
148;06.05.2025;5124963;102926;Одежда;43;2;0;0.0;2.8;139.92;2.8;1.15;auto;recommendation;69
149;07.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;154
150;08.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;search_card;15
151;09.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;banner;67
152;10.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;banner;14
153;11.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;recommendation;19
154;12.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;recommendation;20
155;13.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;banner;13
156;14.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;search_card;21
157;15.05.2025;5124963;102926;Одежда;51;2;0;0.0;3.9;195.01;3.9;1.15;auto;search_card;21
158;16.05.2025;5124963;102926;Одежда;27;0;0;0.0;0.0;130.57;0.0;1.15;auto;search_card;45
159;17.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;banner;116
160;18.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;banner;113
161;19.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;recommendation;126
162;20.05.2025;5124963;102926;Одежда;18;0;0;0.0;0.0;159.09;0.0;1.15;manual;search_card;14
163;21.05.2025;5124963;102926;Одежда;30;2;0;0.0;4.43;221.32;4.43;1.15;auto;slider;18
164;22.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;9
165;23.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;64
166;24.05.2025;5124963;102926;Одежда;25;1;0;0.0;1.31;130.56;1.31;1.15;auto;banner;14
167;25.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;search_card;6
168;26.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;13
169;27.05.2025;5124963;102926;Одежда;31;2;0;0.0;3.4;170.08;3.4;1.15;auto;search_card;38
170;28.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;banner;40
171;29.05.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;7
172;30.05.2025;5124963;102926;Одежда;12;0;0;0.0;0.0;210.96;0.0;1.15;auto;slider;21
173;31.05.2025;5124963;102926;Одежда;31;0;0;0.0;0.0;146.74;0.0;1.15;category;banner;3
174;01.06.2025;5124963;102926;Одежда;55;4;0;0.0;7.97;199.34;7.97;1.15;auto;slider;4
175;02.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;banner;93
176;03.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;20
177;04.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;recommendation;60
178;05.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;recommendation;169
179;06.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;slider;14
180;07.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;91
181;08.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;banner;44
182;09.06.2025;5124963;102926;Одежда;34;3;0;0.0;5.34;178.09;5.34;1.15;category;recommendation;25
183;10.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;13
184;11.06.2025;5124963;102926;Одежда;11;1;0;0.0;2.38;237.74;2.38;1.15;manual;slider;62
185;12.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;slider;13
186;13.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;search_card;0
187;14.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;slider;43
188;15.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;4
189;16.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;23
190;17.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;recommendation;67
191;18.06.2025;5124963;102926;Одежда;35;1;0;0.0;1.55;154.87;1.55;1.15;retarget;search_card;42
192;19.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;banner;36
193;20.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;33
194;21.06.2025;5124963;102926;Одежда;10;0;0;0.0;0.0;61.97;0.0;1.15;auto;banner;5
195;22.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;banner;42
196;23.06.2025;5124963;102926;Одежда;58;4;0;0.0;8.0;199.89;8.0;1.15;manual;recommendation;1
197;24.06.2025;5124963;102926;Одежда;9;0;0;0.0;0.0;181.72;0.0;1.15;manual;search_card;70
198;25.06.2025;5124963;102926;Одежда;69;0;0;0.0;0.0;182.23;0.0;1.15;unknown;search_card;17
199;26.06.2025;5124963;102926;Одежда;49;2;0;0.0;2.33;116.51;2.33;1.15;retarget;banner;15
200;27.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;79
201;28.06.2025;5124963;102926;Одежда;14;0;0;0.0;0.0;190.42;0.0;1.15;category;search_card;16
202;29.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;17
203;30.06.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;slider;60
204;01.07.2025;5124963;102926;Одежда;40;0;0;0.0;0.0;168.66;0.0;1.15;manual;recommendation;159
205;02.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;3
206;03.07.2025;5124963;102926;Одежда;31;0;0;0.0;0.0;148.43;0.0;1.15;auto;search_card;43
207;04.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;search_card;87
208;05.07.2025;5124963;102926;Одежда;66;6;1;515.79;11.89;198.11;11.89;1.15;category;slider;4
209;06.07.2025;5124963;102926;Одежда;39;2;0;0.0;2.6;130.23;2.6;1.15;category;search_card;5
210;07.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;35
211;08.07.2025;5124963;102926;Одежда;38;2;1;515.79;1.99;99.6;1.99;1.15;auto;search_card;20
212;09.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;search_card;116
213;10.07.2025;5124963;102926;Одежда;31;3;0;0.0;4.5;150.05;4.5;1.15;manual;slider;78
214;11.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;banner;120
215;12.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;25
216;13.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;recommendation;13
217;14.07.2025;5124963;102926;Одежда;61;1;0;0.0;1.88;188.47;1.88;1.15;manual;search_card;13
218;15.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;74
219;16.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;banner;42
220;17.07.2025;5124963;102926;Одежда;15;1;0;0.0;1.13;112.94;1.13;1.15;manual;banner;29
221;18.07.2025;5124963;102926;Одежда;70;3;0;0.0;6.49;216.35;6.49;1.15;auto;banner;58
222;19.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;83
223;20.07.2025;5124963;102926;Одежда;44;1;0;0.0;0.66;66.29;0.66;1.15;unknown;recommendation;69
224;21.07.2025;5124963;102926;Одежда;39;0;0;0.0;0.0;185.04;0.0;1.15;auto;banner;94
225;22.07.2025;5124963;102926;Одежда;57;2;0;0.0;2.77;138.43;2.77;1.15;category;recommendation;22
226;23.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;1
227;24.07.2025;5124963;102926;Одежда;61;0;0;0.0;0.0;127.48;0.0;1.15;auto;slider;31
228;25.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;search_card;15
229;26.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;0
230;27.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;72
231;28.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;44
232;29.07.2025;5124963;102926;Одежда;51;3;0;0.0;4.18;139.48;4.18;1.15;auto;banner;6
233;30.07.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;slider;38
234;31.07.2025;5124963;102926;Одежда;23;1;0;0.0;2.27;227.11;2.27;1.15;category;slider;6
235;01.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;search_card;216
236;02.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;search_card;21
237;03.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;slider;14
238;04.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;manual;search_card;20
239;05.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;category;banner;10
240;06.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;slider;42
241;07.08.2025;5124963;102926;Одежда;29;2;0;0.0;2.75;137.72;2.75;1.15;auto;banner;37
242;08.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;0
243;09.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;12
244;10.08.2025;5124963;102926;Одежда;20;1;0;0.0;2.26;226.39;2.26;1.15;category;banner;9
245;11.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;unknown;search_card;13
246;12.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;auto;slider;0
247;13.08.2025;5124963;102926;Одежда;0;0;0;0.0;0.0;0.0;0.0;1.15;retarget;search_card;15
