S;event_time;event_type;user_id;sku_id;seller_id;category_main;utm_source;utm_campaign;order_id;order_gmv;dt;session_id;event_source_system
70;28.04.2026 17:56;product_click;9032278;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9032278_0;web
71;28.04.2026 13:31;product_page_view;9032278;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9032278_0;app
72;28.04.2026 16:03;product_page_view;9099960;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9099960_0;app
73;28.04.2026 20:47;product_page_view;9014251;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9014251_0;app
74;28.04.2026 14:14;product_page_view;9081850;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9081850_0;app
75;28.04.2026 15:45;product_page_view;9109844;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9109844_0;app
76;28.04.2026 16:56;product_page_view;9001204;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9001204_0;app
77;28.04.2026 22:57;add_to_cart;9032278;5004685;100117;Электроника;;;;0.0;28.04.2026;sess_9032278_0;app
78;21.03.2026 10:25;product_page_view;9045414;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9045414_0;app
79;21.03.2026 19:42;product_page_view;9018757;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9018757_0;app
80;21.03.2026 18:04;product_page_view;9111433;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9111433_0;web
81;21.03.2026 10:58;product_page_view;9119213;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9119213_0;app
82;21.03.2026 11:56;product_page_view;9030028;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9030028_0;app
83;21.03.2026 14:13;product_page_view;9088035;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9088035_0;app
84;21.03.2026 17:25;product_page_view;9104472;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9104472_0;app
85;21.03.2026 20:03;add_to_cart;9045414;5041170;100982;Одежда;;;;0.0;21.03.2026;sess_9045414_0;app
86;09.12.2025 11:32;product_impression;9119010;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9119010_0;app
87;09.12.2025 21:44;product_impression;9060868;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9060868_0;app
88;09.12.2025 09:40;product_impression;9061729;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9061729_0;web
89;09.12.2025 08:18;product_impression;9107188;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9107188_0;app
90;09.12.2025 09:19;product_click;9119010;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9119010_0;app
91;09.12.2025 18:37;product_click;9060868;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9060868_0;app
92;09.12.2025 20:02;product_click;9061729;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9061729_0;app
93;09.12.2025 09:52;product_click;9107188;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9107188_0;web
94;09.12.2025 08:44;product_page_view;9119010;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9119010_0;app
95;09.12.2025 18:35;product_page_view;9060868;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9060868_0;mweb
96;09.12.2025 19:25;product_page_view;9061729;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9061729_0;app
97;09.12.2025 18:11;product_page_view;9107188;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9107188_0;app
98;09.12.2025 20:57;add_to_cart;9119010;5126361;102953;Дом;;;;0.0;09.12.2025;sess_9119010_0;app
99;09.12.2025 12:20;purchase;9119010;5126361;102953;Дом;organic;;ord_99;2715.66;09.12.2025;sess_9119010_0;app
100;05.09.2025 10:49;product_impression;9080849;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9080849_0;app
101;05.09.2025 10:41;product_impression;9001884;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9001884_0;app
102;05.09.2025 17:00;product_impression;9029194;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9029194_0;app
103;05.09.2025 20:34;product_impression;9093279;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9093279_0;app
104;05.09.2025 14:59;product_impression;9012207;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9012207_0;app
105;05.09.2025 17:08;product_impression;9038837;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9038837_0;app
106;05.09.2025 18:36;product_click;9080849;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9080849_0;web
107;05.09.2025 08:21;product_click;9001884;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9001884_0;app
108;05.09.2025 08:15;product_page_view;9080849;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9080849_0;app
109;05.09.2025 21:25;product_page_view;9001884;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9001884_0;app
110;05.09.2025 18:57;product_page_view;9029194;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9029194_0;app
111;05.09.2025 19:03;product_page_view;9093279;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9093279_0;app
112;05.09.2025 19:14;add_to_cart;9080849;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9080849_0;app
113;05.09.2025 18:07;add_to_cart;9001884;5039338;100931;Дом;;;;0.0;05.09.2025;sess_9001884_0;app
114;28.07.2025 16:39;product_impression;9077248;5092997;102183;Электроника;;;;0.0;28.07.2025;sess_9077248_0;web
115;28.07.2025 09:03;product_impression;9065607;5092997;102183;Электроника;;;;0.0;28.07.2025;sess_9065607_0;app
116;15.03.2025 17:24;product_impression;9050173;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9050173_0;app
117;15.03.2025 20:35;product_impression;9002180;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9002180_0;app
118;15.03.2025 13:28;product_impression;9022247;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9022247_0;app
119;15.03.2025 10:20;product_impression;9008833;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9008833_0;app
120;15.03.2025 10:46;product_impression;9104300;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9104300_0;app
121;15.03.2025 09:13;product_page_view;9050173;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9050173_0;app
122;15.03.2025 21:06;product_page_view;9002180;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9002180_0;app
123;15.03.2025 15:28;product_page_view;9022247;5009440;100220;Красота;;;;0.0;15.03.2025;sess_9022247_0;web
124;18.10.2025 18:00;product_impression;9072657;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9072657_0;app
125;18.10.2025 17:47;product_impression;9088665;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9088665_0;mweb
126;18.10.2025 13:10;product_impression;9068901;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9068901_0;app
127;18.10.2025 09:46;product_impression;9063013;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9063013_0;app
128;18.10.2025 16:46;product_impression;9109524;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9109524_0;mweb
129;18.10.2025 19:27;product_click;9072657;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9072657_0;app
130;18.10.2025 09:29;product_click;9088665;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9088665_0;app
131;18.10.2025 21:54;product_page_view;9072657;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9072657_0;app
132;18.10.2025 09:38;product_page_view;9088665;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9088665_0;app
133;18.10.2025 19:53;product_page_view;9068901;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9068901_0;app
134;18.10.2025 10:58;product_page_view;9063013;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9063013_0;web
135;18.10.2025 14:49;product_page_view;9109524;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9109524_0;app
136;18.10.2025 15:36;add_to_cart;9072657;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9072657_0;app
137;18.10.2025 22:39;add_to_cart;9088665;5058730;101383;Дом;;;;0.0;18.10.2025;sess_9088665_0;mweb
138;21.03.2026 18:54;product_impression;9100639;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9100639_0;mweb
139;21.03.2026 21:58;product_impression;9058207;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9058207_0;app
140;21.03.2026 16:11;product_impression;9009028;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9009028_0;web
141;21.03.2026 11:04;product_impression;9028155;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9028155_0;web
142;21.03.2026 14:46;product_impression;9025765;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9025765_0;app
143;21.03.2026 11:46;product_page_view;9100639;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9100639_0;app
144;21.03.2026 11:57;product_page_view;9058207;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9058207_0;web
145;21.03.2026 12:15;product_page_view;9009028;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9009028_0;app
146;21.03.2026 21:09;product_page_view;9028155;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9028155_0;mweb
147;21.03.2026 08:32;product_page_view;9025765;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9025765_0;app
148;21.03.2026 15:35;product_page_view;9042455;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9042455_0;app
149;21.03.2026 21:00;product_page_view;9069844;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9069844_0;web
150;21.03.2026 09:48;product_page_view;9119298;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9119298_0;app
151;21.03.2026 16:55;add_to_cart;9100639;5103959;102440;Дом;;;;0.0;21.03.2026;sess_9100639_0;mweb
152;24.01.2026 19:52;product_impression;9006761;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9006761_0;app
153;24.01.2026 10:30;product_impression;9033984;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9033984_0;app
154;24.01.2026 16:47;product_impression;9037104;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9037104_0;app
155;24.01.2026 18:07;product_impression;9019510;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9019510_0;web
156;24.01.2026 13:11;product_impression;9104236;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9104236_0;app
157;24.01.2026 20:13;product_click;9006761;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9006761_0;app
158;24.01.2026 10:00;product_page_view;9006761;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9006761_0;app
159;24.01.2026 10:34;product_page_view;9033984;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9033984_0;mweb
160;24.01.2026 20:57;product_page_view;9037104;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9037104_0;app
161;24.01.2026 16:00;product_page_view;9019510;5040785;100979;Товары для животных;;;;0.0;24.01.2026;sess_9019510_0;app
162;21.08.2025 19:04;product_impression;9096319;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9096319_0;app
163;21.08.2025 15:39;product_impression;9095074;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9095074_0;app
164;21.08.2025 08:16;product_impression;9107766;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9107766_0;app
165;21.08.2025 16:48;product_impression;9048065;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9048065_0;app
166;21.08.2025 13:49;product_impression;9052334;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9052334_0;mweb
167;21.08.2025 16:29;product_click;9096319;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9096319_0;app
168;21.08.2025 21:48;product_click;9095074;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9095074_0;app
169;21.08.2025 15:27;product_click;9107766;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9107766_0;app
170;21.08.2025 14:58;product_page_view;9096319;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9096319_0;app
171;21.08.2025 15:10;product_page_view;9095074;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9095074_0;app
172;21.08.2025 13:10;product_page_view;9107766;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9107766_0;app
173;21.08.2025 19:57;add_to_cart;9096319;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9096319_0;app
174;21.08.2025 22:57;add_to_cart;9095074;5039217;100930;Дом;;;;0.0;21.08.2025;sess_9095074_0;app
175;21.08.2025 14:31;purchase;9096319;5039217;100930;Дом;organic;;ord_175;2257.45;21.08.2025;sess_9096319_0;app
176;30.04.2025 18:43;product_impression;9045220;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9045220_0;app
177;30.04.2025 17:12;product_impression;9018146;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9018146_0;app
178;30.04.2025 14:49;product_impression;9021949;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9021949_0;app
179;30.04.2025 13:07;product_impression;9104213;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9104213_0;app
180;30.04.2025 18:06;product_impression;9096790;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9096790_0;app
181;30.04.2025 18:51;product_page_view;9045220;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9045220_0;mweb
182;30.04.2025 16:14;product_page_view;9018146;5037370;100886;Аксессуары;;;;0.0;30.04.2025;sess_9018146_0;app
183;09.08.2024 21:47;product_impression;9003071;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9003071_0;mweb
184;09.08.2024 13:33;product_impression;9012263;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9012263_0;app
185;09.08.2024 15:00;product_impression;9030508;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9030508_0;app
186;09.08.2024 11:25;product_impression;9025852;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9025852_0;app
187;09.08.2024 20:13;product_impression;9002553;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9002553_0;app
188;09.08.2024 19:36;product_impression;9089630;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9089630_0;app
189;09.08.2024 12:31;product_impression;9094958;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9094958_0;app
190;09.08.2024 19:00;product_click;9003071;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9003071_0;app
191;09.08.2024 18:12;product_click;9012263;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9012263_0;app
192;09.08.2024 20:58;product_page_view;9003071;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9003071_0;app
193;09.08.2024 15:42;product_page_view;9012263;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9012263_0;app
194;09.08.2024 18:37;product_page_view;9030508;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9030508_0;app
195;09.08.2024 13:05;product_page_view;9025852;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9025852_0;mweb
196;09.08.2024 16:13;add_to_cart;9003071;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9003071_0;app
197;09.08.2024 17:49;add_to_cart;9012263;5066522;101580;Канцелярия;;;;0.0;09.08.2024;sess_9012263_0;app
198;09.08.2024 17:03;purchase;9003071;5066522;101580;Канцелярия;organic;;ord_198;148.05;09.08.2024;sess_9003071_0;app
199;07.08.2025 12:11;product_impression;9001579;5036911;100877;Обувь;;;;0.0;07.08.2025;sess_9001579_0;app
200;07.08.2025 12:59;product_impression;9011232;5036911;100877;Обувь;;;;0.0;07.08.2025;sess_9011232_0;app
201;07.08.2025 15:09;product_impression;9093511;5036911;100877;Обувь;;;;0.0;07.08.2025;sess_9093511_0;web
202;07.08.2025 14:59;product_page_view;9001579;5036911;100877;Обувь;;;;0.0;07.08.2025;sess_9001579_0;app
203;07.08.2025 16:25;product_page_view;9011232;5036911;100877;Обувь;;;;0.0;07.08.2025;sess_9011232_0;mweb
204;19.03.2025 08:40;product_impression;9082172;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9082172_0;app
205;19.03.2025 09:00;product_impression;9002167;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9002167_0;app
206;19.03.2025 20:19;product_click;9082172;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9082172_0;app
207;19.03.2025 18:20;product_click;9002167;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9002167_0;app
208;19.03.2025 09:33;product_page_view;9082172;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9082172_0;mweb
209;19.03.2025 14:10;product_page_view;9002167;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9002167_0;app
210;19.03.2025 14:09;product_page_view;9062719;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9062719_0;app
211;19.03.2025 09:09;add_to_cart;9082172;5053895;101276;Дом;;;;0.0;19.03.2025;sess_9082172_0;app
212;30.04.2026 09:40;product_impression;9014596;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9014596_0;app
213;30.04.2026 08:22;product_impression;9057253;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9057253_0;app
214;30.04.2026 10:56;product_impression;9111210;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9111210_0;app
215;30.04.2026 21:32;product_impression;9059156;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9059156_0;mweb
216;30.04.2026 21:53;product_click;9014596;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9014596_0;app
217;30.04.2026 10:46;product_click;9057253;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9057253_0;app
218;30.04.2026 19:49;product_click;9111210;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9111210_0;app
219;30.04.2026 20:09;product_click;9059156;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9059156_0;app
220;30.04.2026 08:32;product_page_view;9014596;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9014596_0;mweb
221;30.04.2026 08:59;product_page_view;9057253;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9057253_0;web
222;30.04.2026 13:19;product_page_view;9111210;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9111210_0;web
223;30.04.2026 20:07;product_page_view;9059156;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9059156_0;app
224;30.04.2026 14:07;product_page_view;9105685;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9105685_0;app
225;30.04.2026 19:09;product_page_view;9106576;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9106576_0;mweb
226;30.04.2026 18:48;add_to_cart;9014596;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9014596_0;app
227;30.04.2026 19:36;add_to_cart;9057253;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9057253_0;app
228;30.04.2026 13:32;add_to_cart;9111210;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9111210_0;app
229;30.04.2026 10:06;add_to_cart;9059156;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9059156_0;app
230;30.04.2026 21:36;add_to_cart;9105685;5049759;101191;Спорт;;;;0.0;30.04.2026;sess_9105685_0;app
231;30.04.2026 17:49;purchase;9014596;5049759;101191;Спорт;organic;;ord_231;2995.2;30.04.2026;sess_9014596_0;app
232;30.04.2026 17:05;purchase;9057253;5049759;101191;Спорт;organic;;ord_232;2995.2;30.04.2026;sess_9057253_0;app
233;01.03.2025 21:36;product_impression;9044482;5030512;100730;Товары для животных;;;;0.0;01.03.2025;sess_9044482_0;mweb
