dt;category_main;is_weekend;promo_period;demand_index;category_competition_index
19.08.2024;Электроника;0;none;1.0;1.35
19.08.2024;Спорт;0;none;0.96;1.1
19.08.2024;Товары для животных;0;none;0.96;0.95
19.08.2024;Аксессуары;0;none;0.96;1.1
19.08.2024;Канцелярия;0;none;1.35;0.85
20.08.2024;Одежда;0;none;1.1;1.15
20.08.2024;Обувь;0;none;1.1;1.2
20.08.2024;Красота;0;none;1.0;1.25
20.08.2024;Дом;0;none;0.96;1.05
20.08.2024;Детские товары;0;none;0.96;1.05
20.08.2024;Электроника;0;none;1.0;1.35
20.08.2024;Спорт;0;none;0.96;1.1
20.08.2024;Товары для животных;0;none;0.96;0.95
20.08.2024;Аксессуары;0;none;0.96;1.1
20.08.2024;Канцелярия;0;none;1.35;0.85
21.08.2024;Одежда;0;none;1.1;1.15
21.08.2024;Обувь;0;none;1.1;1.2
21.08.2024;Красота;0;none;1.0;1.25
21.08.2024;Дом;0;none;0.96;1.05
21.08.2024;Детские товары;0;none;0.96;1.05
21.08.2024;Электроника;0;none;1.0;1.35
21.08.2024;Спорт;0;none;0.96;1.1
21.08.2024;Товары для животных;0;none;0.96;0.95
21.08.2024;Аксессуары;0;none;0.96;1.1
21.08.2024;Канцелярия;0;none;1.35;0.85
22.08.2024;Одежда;0;none;1.1;1.15
22.08.2024;Обувь;0;none;1.1;1.2
22.08.2024;Красота;0;none;1.0;1.25
22.08.2024;Дом;0;none;0.96;1.05
22.08.2024;Детские товары;0;none;0.96;1.05
22.08.2024;Электроника;0;none;1.0;1.35
22.08.2024;Спорт;0;none;0.96;1.1
22.08.2024;Товары для животных;0;none;0.96;0.95
22.08.2024;Аксессуары;0;none;0.96;1.1
22.08.2024;Канцелярия;0;none;1.35;0.85
23.08.2024;Одежда;0;none;1.1;1.15
23.08.2024;Обувь;0;none;1.1;1.2
23.08.2024;Красота;0;none;1.0;1.25
23.08.2024;Дом;0;none;0.96;1.05
23.08.2024;Детские товары;0;none;0.96;1.05
23.08.2024;Электроника;0;none;1.0;1.35
23.08.2024;Спорт;0;none;0.96;1.1
23.08.2024;Товары для животных;0;none;0.96;0.95
23.08.2024;Аксессуары;0;none;0.96;1.1
23.08.2024;Канцелярия;0;none;1.35;0.85
24.08.2024;Одежда;1;none;1.21;1.15
24.08.2024;Обувь;1;none;1.21;1.2
24.08.2024;Красота;1;none;1.1;1.25
24.08.2024;Дом;1;none;1.056;1.05
24.08.2024;Детские товары;1;none;1.056;1.05
24.08.2024;Электроника;1;none;1.1;1.35
24.08.2024;Спорт;1;none;1.056;1.1
24.08.2024;Товары для животных;1;none;1.056;0.95
24.08.2024;Аксессуары;1;none;1.056;1.1
24.08.2024;Канцелярия;1;none;1.485;0.85
25.08.2024;Одежда;1;none;1.21;1.15
25.08.2024;Обувь;1;none;1.21;1.2
25.08.2024;Красота;1;none;1.1;1.25
25.08.2024;Дом;1;none;1.056;1.05
25.08.2024;Детские товары;1;none;1.056;1.05
25.08.2024;Электроника;1;none;1.1;1.35
25.08.2024;Спорт;1;none;1.056;1.1
25.08.2024;Товары для животных;1;none;1.056;0.95
25.08.2024;Аксессуары;1;none;1.056;1.1
25.08.2024;Канцелярия;1;none;1.485;0.85
26.08.2024;Одежда;0;none;1.1;1.15
26.08.2024;Обувь;0;none;1.1;1.2
26.08.2024;Красота;0;none;1.0;1.25
26.08.2024;Дом;0;none;0.96;1.05
26.08.2024;Детские товары;0;none;0.96;1.05
26.08.2024;Электроника;0;none;1.0;1.35
26.08.2024;Спорт;0;none;0.96;1.1
26.08.2024;Товары для животных;0;none;0.96;0.95
26.08.2024;Аксессуары;0;none;0.96;1.1
